"","GameID","Team","Opponent","Home","Win","FGM","FGA","3PM","3PA","FTM","FTA","OREB","DREB","REB","AST","STL","BLK","TO","PF","PTS"
"256","400828015","Jazz","Magic","0","0","34","87","8","25","17","23","12","29","41","24","14","6","17","24","93"
"257","400828016","Celtics","Hawks","1","1","42","103","11","33","11","12","17","33","50","27","10","7","10","18","106"
"258","400828016","Hawks","Celtics","0","0","36","76","6","20","15","20","5","30","35","26","3","2","16","14","93"
"259","400828017","Knicks","Cavaliers","1","0","29","79","9","27","17","21","10","36","46","16","7","4","14","26","84"
"260","400828017","Cavaliers","Knicks","0","1","33","78","6","28","18","31","12","37","49","12","6","1","12","19","90"
"261","400828018","Raptors","Pelicans","1","1","34","77","9","21","23","27","13","35","48","19","8","5","15","19","100"
"262","400828018","Pelicans","Raptors","0","0","30","82","7","23","14","20","10","28","38","15","10","4","14","22","81"
"263","400828019","Bulls","Hornets","1","1","37","84","4","16","24","31","10","47","57","27","4","6","11","16","102"
"264","400828019","Hornets","Bulls","0","0","36","95","15","33","10","12","9","36","45","21","9","4","6","21","97"
"265","400828020","Grizzlies","Trail Blazers","1","1","36","86","6","16","23","27","14","21","35","22","10","0","8","21","101"
"266","400828020","Trail Blazers","Grizzlies","0","0","33","69","8","22","26","29","10","33","43","17","5","10","22","22","100"
"267","400828021","Thunder","76ers","1","1","39","97","8","25","16","21","16","39","55","20","9","13","13","19","102"
"268","400828021","76ers","Thunder","0","0","30","86","5","17","20","28","12","31","43","16","11","7","17","17","85"
"269","400828022","Mavericks","Lakers","1","1","30","82","7","27","23","29","7","41","48","19","9","4","15","15","90"
"270","400828022","Lakers","Mavericks","0","0","29","88","9","27","15","18","15","42","57","18","10","7","20","27","82"
"271","400828023","Nuggets","Rockets","1","1","37","81","9","20","24","32","12","34","46","25","10","4","18","23","107"
"272","400828023","Rockets","Nuggets","0","0","33","77","9","29","23","31","8","32","40","19","10","8","20","25","98"
"273","400828024","Kings","Nets","1","1","40","94","11","27","20","26","15","35","50","25","11","3","14","16","111"
"274","400828024","Nets","Kings","0","0","42","89","8","21","17","21","9","35","44","24","7","4","15","24","109"
"275","400828025","Clippers","Pistons","1","1","37","79","7","19","20","26","11","31","42","23","6","4","13","23","101"
"276","400828025","Pistons","Clippers","0","0","33","74","7","27","23","35","11","31","42","15","8","2","15","23","96"
"277","400828026","Wizards","Magic","1","1","39","83","12","29","18","26","7","42","49","29","6","6","11","23","108"
"278","400828026","Magic","Wizards","0","0","38","87","4","18","19","24","6","39","45","19","7","2","12","22","99"
"279","400828027","Rockets","Mavericks","1","0","32","84","9","34","25","32","12","31","43","22","9","5","12","23","98"
"280","400828027","Mavericks","Rockets","0","1","43","89","8","28","16","21","8","37","45","24","6","7","11","21","110"
"281","400828028","Bucks","Cavaliers","1","1","43","102","6","16","16","22","15","36","51","20","6","9","12","25","108"
"282","400828028","Cavaliers","Bucks","0","0","37","91","14","38","17","27","14","40","54","21","6","8","20","24","105"
"283","400828029","Spurs","76ers","1","1","33","85","5","16","21","25","12","42","54","23","10","7","13","9","92"
"284","400828029","76ers","Spurs","0","0","33","82","8","22","9","11","6","35","41","15","7","3","15","21","83"
"285","400828030","Suns","Nuggets","1","1","37","84","11","24","20","26","10","47","57","19","4","1","20","13","105"
"286","400828030","Nuggets","Suns","0","0","34","98","6","35","7","8","9","33","42","13","8","6","10","20","81"
"287","400828031","Warriors","Nets","1","1","43","97","12","34","9","10","11","39","50","31","9","10","14","19","107"
"288","400828031","Nets","Warriors","0","0","41","98","2","18","15","16","11","39","50","22","12","4","12","13","99"
"289","400828032","Knicks","Pelicans","1","1","38","88","4","18","15","19","10","31","41","18","8","4","9","20","95"
"290","400828032","Pelicans","Knicks","0","0","32","71","6","21","17","19","4","32","36","16","5","5","18","22","87"
"291","400828033","Timberwolves","Grizzlies","1","0","41","82","5","16","19","21","9","24","33","20","10","2","12","24","106"
"292","400828033","Grizzlies","Timberwolves","0","1","40","71","9","17","25","27","4","30","34","21","7","6","15","16","114"
"293","400828034","Hornets","Trail Blazers","1","1","41","83","9","31","15","19","7","30","37","29","6","9","11","16","106"
"294","400828034","Trail Blazers","Hornets","0","0","35","89","5","21","19","21","16","30","46","20","5","3","12","25","94"
"295","400828035","Hawks","Jazz","1","0","37","76","8","22","14","17","8","25","33","26","9","5","15","16","96"
"296","400828035","Jazz","Hawks","0","1","39","76","7","21","12","17","10","30","40","21","7","7","17","15","97"
"297","400828036","Thunder","Celtics","1","0","28","77","6","25","23","29","10","24","34","18","10","6","18","20","85"
"298","400828036","Celtics","Thunder","0","1","39","82","9","23","13","20","12","35","47","25","12","7","18","26","100"
"299","400828037","Kings","Raptors","1","1","39","76","10","25","19","24","9","33","42","23","8","5","19","19","107"
"300","400828037","Raptors","Kings","0","0","38","87","15","31","10","14","7","29","36","18","13","1","15","20","101"
"301","400828038","Lakers","Pistons","1","1","31","75","6","19","29","39","7","39","46","24","5","5","16","19","97"
"302","400828038","Pistons","Lakers","0","0","35","96","7","27","8","15","12","34","46","16","7","2","10","25","85"
"303","400828039","76ers","Mavericks","1","0","34","76","5","22","13","20","8","38","46","16","9","4","27","29","86"
"304","400828039","Mavericks","76ers","0","1","30","76","7","24","25","30","6","33","39","16","12","2","19","23","92"
"305","400828040","Bulls","Pacers","1","1","35","86","6","15","20","32","10","38","48","26","9","9","8","20","96"
"306","400828040","Pacers","Bulls","0","0","35","87","9","21","16","24","11","39","50","19","4","5","12","21","95"
"307","400828041","Rockets","Celtics","1","0","36","85","11","32","12","23","14","32","46","23","10","6","22","20","95"
"308","400828041","Celtics","Rockets","0","1","44","93","11","36","12","17","16","33","49","27","16","3","19","22","111"
"309","400828042","Grizzlies","Thunder","1","1","37","84","12","17","36","39","12","22","34","23","11","4","10","22","122"
"310","400828042","Thunder","Grizzlies","0","0","41","81","10","24","22","31","12","32","44","22","7","6","19","28","114"
"311","400828043","Spurs","Trail Blazers","1","1","38","89","7","23","10","13","12","35","47","29","9","10","6","13","93"
"312","400828043","Trail Blazers","Spurs","0","0","31","75","7","19","11","13","4","35","39","15","4","3","12","18","80"
"313","400828044","Suns","Lakers","1","1","45","93","11","30","19","25","18","32","50","23","13","6","10","16","120"
"314","400828044","Lakers","Suns","0","0","37","77","9","20","18","20","7","30","37","12","5","2","16","23","101"
"315","400828045","Wizards","Bucks","1","1","37","70","12","22","29","41","6","36","42","25","8","3","12","19","115"
"316","400828045","Bucks","Wizards","0","0","31","72","10","21","14","24","6","28","34","22","5","3","19","27","86"
"317","400828046","Nets","Hawks","1","1","37","84","9","20","7","13","9","35","44","22","14","3","11","14","90"
"318","400828046","Hawks","Nets","0","0","33","76","12","29","10","14","8","36","44","22","7","7","20","17","88"
"319","400828047","Pistons","Cavaliers","1","1","36","84","7","21","25","31","11","37","48","20","11","1","13","15","104"
"320","400828047","Cavaliers","Pistons","0","0","38","80","11","33","12","20","3","37","40","21","8","2","14","25","99"
"321","400828048","Heat","Timberwolves","1","0","36","79","5","24","14","30","10","41","51","20","3","12","22","26","91"
"322","400828048","Timberwolves","Heat","0","1","36","97","4","21","27","35","15","39","54","14","12","5","8","26","103"
"323","400828049","Knicks","Hornets","1","1","36","89","10","20","20","21","10","35","45","22","4","6","10","20","102"
"324","400828049","Hornets","Knicks","0","0","36","82","5","20","17","25","8","34","42","13","7","7","7","16","94"
"325","400828050","Pelicans","Nuggets","1","0","41","83","7","23","9","11","8","25","33","25","4","8","9","17","98"
"326","400828050","Nuggets","Pelicans","0","1","45","85","15","30","10","13","11","32","43","27","5","6","13","15","115"
"327","400828051","Warriors","Raptors","1","1","43","80","11","29","18","27","9","25","34","31","10","6","20","29","115"
"328","400828051","Raptors","Warriors","0","0","37","79","6","18","30","39","12","28","40","18","11","2","18","25","110"
"329","400828052","Hornets","Nets","1","1","39","80","11","25","27","36","9","40","49","27","5","8","15","16","116"
"330","400828052","Nets","Hornets","0","0","44","91","5","15","18","22","5","32","37","25","5","4","9","23","111"
"331","400828053","Magic","Timberwolves","1","1","41","110","9","21","13","21","20","34","54","20","10","4","9","21","104"
"332","400828053","Timberwolves","Magic","0","0","36","85","4","18","25","30","11","46","57","21","4","13","14","23","101"
"333","400828054","76ers","Pacers","1","0","35","76","5","25","10","16","7","36","43","14","9","8","29","17","85"
"334","400828054","Pacers","76ers","0","1","42","92","12","27","16","20","16","32","48","28","18","8","18","17","112"
"335","400828055","Celtics","Mavericks","1","0","38","92","8","26","18","24","14","29","43","22","12","1","14","28","102"
"336","400828055","Mavericks","Celtics","0","1","37","72","7","20","25","35","7","32","39","22","7","7","17","22","106"
"337","400828056","Hawks","Kings","1","1","38","89","9","30","18","24","12","33","45","23","9","6","11","15","103"
"338","400828056","Kings","Hawks","0","0","38","86","5","16","16","18","13","39","52","26","7","1","20","22","97"
"339","400828057","Rockets","Trail Blazers","1","1","32","92","14","44","30","35","13","38","51","22","11","6","17","20","108"
"340","400828057","Trail Blazers","Rockets","0","0","35","88","9","30","24","29","10","38","48","18","11","7","19","27","103"
"341","400828058","Thunder","Pelicans","1","1","38","85","7","17","27","40","16","34","50","19","6","4","14","16","110"
"342","400828058","Pelicans","Thunder","0","0","43","95","8","32","9","9","10","30","40","21","8","4","11","25","103"
"343","400828059","Spurs","Nuggets","1","1","42","86","9","18","16","20","10","40","50","33","5","13","10","13","109"
"344","400828059","Nuggets","Spurs","0","0","38","98","5","15","17","18","17","33","50","25","7","5","6","17","98"
"345","400828060","Jazz","Raptors","1","1","35","72","7","22","16","22","7","34","41","15","9","5","17","20","93"
"346","400828060","Raptors","Jazz","0","0","34","80","5","20","16","18","9","28","37","14","10","4","14","17","89"
"347","400828061","Suns","Bulls","1","0","37","91","8","27","15","21","14","29","43","16","12","4","12","14","97"
"348","400828061","Bulls","Suns","0","1","41","83","9","19","12","14","11","36","47","24","7","2","19","17","103"
"349","400828062","Heat","Kings","1","1","42","89","7","24","25","33","12","29","41","25","11","7","7","15","116"
"350","400828062","Kings","Heat","0","0","43","84","12","23","11","20","9","33","42","25","3","3","18","27","109"
"351","400828063","Cavaliers","Bucks","1","1","40","71","11","24","24","30","13","30","43","29","3","2","17","24","115"
"352","400828063","Bucks","Cavaliers","0","0","38","73","3","8","21","26","6","16","22","22","8","2","11","29","100"
"353","400828064","Clippers","Warriors","1","0","44","88","13","29","16","24","9","26","35","21","11","2","10","25","117"
"354","400828064","Warriors","Clippers","0","1","38","73","17","30","31","36","8","36","44","31","4","4","19","20","124"
"355","400828065","Hornets","76ers","1","1","40","81","12","25","21","22","5","36","41","25","7","10","11","21","113"
"356","400828065","76ers","Hornets","0","0","32","79","8","26","16","22","9","33","42","21","5","6","17","18","88"
"357","400828066","Celtics","Nets","1","1","51","87","10","29","8","10","7","34","41","39","10","4","16","19","120"
"358","400828066","Nets","Celtics","0","0","35","89","8","19","17","24","14","30","44","17","10","0","19","13","95"
"359","400828067","Grizzlies","Rockets","1","1","36","85","8","24","16","19","8","39","47","26","16","4","11","30","96"
"360","400828067","Rockets","Grizzlies","0","0","28","74","6","29","22","37","9","40","49","15","11","9","23","23","84"
"361","400828068","Timberwolves","Pistons","1","0","33","77","3","13","17","25","6","34","40","17","7","4","17","19","86"
"362","400828068","Pistons","Timberwolves","0","1","40","87","6","28","10","13","8","37","45","13","11","5","14","23","96"
"363","400828069","Pelicans","Spurs","1","1","40","88","8","22","16","17","7","46","53","26","3","3","9","17","104"
"364","400828069","Spurs","Pelicans","0","0","34","84","9","17","13","16","5","38","43","22","5","8","8","17","90"
"365","400828070","Thunder","Knicks","1","0","35","92","3","29","17","23","21","28","49","12","9","4","14","19","90"
"366","400828070","Knicks","Thunder","0","1","33","72","12","20","15","23","6","30","36","23","10","5","20","20","93"
"367","400828071","Mavericks","Jazz","1","1","39","83","8","28","16","17","8","26","34","24","10","5","8","19","102"
"368","400828071","Jazz","Mavericks","0","0","35","80","6","20","17","21","18","30","48","14","4","2","17","24","93"
"369","400828072","Nuggets","Suns","1","0","41","90","5","24","20","26","14","24","38","24","8","4","11","22","107"
"370","400828072","Suns","Nuggets","0","1","40","79","15","27","19","25","10","32","42","22","7","7","19","26","114"
"371","400828073","Trail Blazers","Clippers","1","1","38","90","8","25","18","24","17","38","55","16","8","3","14","17","102"
"372","400828073","Clippers","Trail Blazers","0","0","38","86","7","24","8","16","10","32","42","24","6","5","13","24","91"
"373","400828074","Warriors","Bulls","1","1","39","79","10","29","18","24","11","38","49","20","7","6","15","15","106"
"374","400828074","Bulls","Warriors","0","0","35","88","7","22","17","23","15","28","43","22","11","2","12","19","94"
"375","400828075","Lakers","Raptors","1","0","35","77","8","25","13","17","9","32","41","21","8","4","15","18","91"
"376","400828075","Raptors","Lakers","0","1","34","78","15","33","19","24","12","29","41","21","7","3","12","15","102"
"377","400828076","Magic","Kings","1","0","38","92","9","31","6","8","15","35","50","27","8","7","17","26","91"
"378","400828076","Kings","Magic","0","1","31","81","7","20","28","31","10","37","47","23","11","5","14","16","97"
"379","400828077","Pacers","Bucks","1","1","47","91","15","30","14","23","11","31","42","28","15","5","14","13","123"
"380","400828077","Bucks","Pacers","0","0","34","79","5","17","13","19","13","30","43","19","9","5","23","19","86"
"381","400828078","Cavaliers","Hawks","1","1","41","85","11","29","16","19","11","40","51","27","4","8","14","22","109"
